Program_Code,Institution_Name,departments,Programme_Name,Cutoff_2023,Cutoff_2022,Subject_1,Subject_2,Subject_3,Subject_4
1166590,SOUTH EASTERN KENYA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN CLIMATE CHANGE AND AGROFORESTRY,15.864,17.043,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1229591,MASENO UNIVERSITY,Health Sciences,"BACHELOR OF SCIENCE (MEDICAL BIOTECHNOLOGY, WITH IT)",25.037,26.238,MAT A(121):C,BIO(231):C+,CHE(233):C,
1079591,KIRINYAGA UNIVERSITY,Health Sciences,BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1082591,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Health Sciences,BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1229593,MASENO UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (AGRONOMY, WITH IT)",15.864,17.043,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1515593,TOM MBOYA UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (AGRONOMY, WITH IT)",15.864,17.043,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1053594,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),15.864,-,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1114594,UNIVERSITY OF ELDORET,Pure Sciences,BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),15.864,17.043,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1253594,MOI UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),15.864,17.043,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1108594,KIBABII UNIVERSITY,Agriculture,BACHELOR OF SCIENCE (AGRICULTURE & BIOTECHNOLOGY),15.864,17.043,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1082594,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Agriculture,BACHELOR OF SCIENCE (AGRICULTURE AND BIOTECHNOLOGY),15.864,17.043,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1165594,MAASAI MARA UNIVERSITY,Agriculture,BACHELOR OF SCIENCE (AGRICULTURE BIOTECHNOLOGY),-,-,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1082595,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",IT,BACHELOR OF CONFLICT RESOLUTION AND HUMANITAIRAN ASSISTANCE,22.449,22.916,,,,
1570595,TURKANA UNIVERSITY COLLEGE,IT,BACHELOR OF SCIENCE IN CONFLICT RESOLUTION AND HUMANITARIAN ASSISTANCE,22.449,-,,,,
1082597,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE (OPTOMETRY AND VISION SCIENCES),38.611,38.166,BIO(231):C+,CHE(233):C+,MAT A(121)/PHY(232):C+,ENG(101)/KIS(102):C+
1470597,KAIMOSI FRIENDS UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (OPTOMETRY AND VISION SCIENCES),34.838,36.009,BIO(231):C+,CHE(233):C+,MAT A(121)/PHY(232):C+,ENG(101)/KIS(102):C+
1253598,MOI UNIVERSITY,Arts & Humanities,"BACHELOR OF ARTS (PENOLOGY, CORRECTION AND ADMINISTRATION)",22.449,28.661,,,,
1700598,BOMET UNIVERSITY COLLEGE,Arts & Humanities,"BACHELOR OF ARTS (PENOLOGY, CORRECTION AND ADMINISTRATION)",22.449,24.471,,,,
1253599,MOI UNIVERSITY,Engineering,BACHELOR OF ENGINEERING (CHEMICAL AND PROCESS ENGINEERING),34.111,31.769,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1112599,TECHNICAL UNIVERSITY OF KENYA,Engineering,BACHELOR OF ENGINEERING (CHEMICAL ENGINEERING),38.978,38.404,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1173599,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",Engineering,BACHELOR OF ENGINEERING (CHEMICAL ENGINEERING),33.421,31.644,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1279604,MOUNT KENYA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN MASS MEDIA AND COMMUNICATION,25.054,28.003,ENG(101)/KIS(102):C+,,,
1093604,UNIVERSITY OF EMBU,Arts & Humanities,BACHELOR OF ARTS IN MEDIA AND COMMUNICATION STUDIES,24.75,29.04,ENG(101)/KIS(102):C+,,,
1229606,MASENO UNIVERSITY,Arts & Humanities,"BACHELOR OF ARTS (SOCIOLOGY AND ANTHROPOLOGY, WITH",22.449,22.916,,,,
1515606,TOM MBOYA UNIVERSITY,Arts & Humanities,"BACHELOR OF ARTS (SOCIOLOGY AND ANTHROPOLOGY, WITH",22.449,22.916,,,,
1229609,MASENO UNIVERSITY,Business,"BACHELOR OF SCIENCE (MATHEMATICS & BUSINESS STUDIES, WITH IT)",22.584,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1515609,TOM MBOYA UNIVERSITY,Business,"BACHELOR OF SCIENCE (MATHEMATICS & BUSINESS STUDIES, WITH IT)",18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1080610,CO-OPERATIVE UNIVERSITY OF KENYA,Business,BACHELOR OF CO-OPERATIVE BUSINESS,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1111611,KENYATTA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (CONSERVATION BIOLOGY),15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1107614,ST PAULS UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN COMPUTING AND INFORMATION SYSTEMS,18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1249615,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Business,BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RURAL DEVELOPMENT),15.864,23.826,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,
1114616,UNIVERSITY OF ELDORET,Engineering,BACHELOR OF ENGINEERING (CIVIL & STRUCTURAL,37.35,38.402,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1253616,MOI UNIVERSITY,Engineering,BACHELOR OF ENGINEERING (CIVIL AND STRUCTURAL ENGINEERING),39.539,39.792,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1082616,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Engineering,BACHELOR OF SCIENCE (CIVIL AND STRUCTURAL ENGINEERING),38.302,38.536,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1112617,TECHNICAL UNIVERSITY OF KENYA,Engineering,BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONIC ENGINEERING),38.208,37.077,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1253617,MOI UNIVERSITY,Engineering,BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONICS ENGINEERING),36.366,35.911,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1173619,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN GEOMATICS AND GEOSPATIAL INFORMATION SYSTEMS,15.683,32.149,MAT A(121):C+,PHY(232):C+,GEO(312):C,
1091619,TAITA TAVETA UNIVERSITY,IT,BACHELOR OF SCIENCE IN GEOINFORMATICS,15.683,17.363,MAT A(121):C+,PHY(232):C+,GEO(312):C,
1249619,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Engineering,BACHELOR OF SCIENCE (GEOMATIC ENGINEERING),33.464,29.483,MAT A(121):C+,PHY(232):C+,GEO(312):C,
1515619,TOM MBOYA UNIVERSITY,Engineering,BACHELOR OF SCIENCE IN SURVEYING AND GEOMATICS ENGINEERING,-,-,MAT A(121):C+,PHY(232):C+,GEO(312):C,
1068620,PAN AFRICA CHRISTIAN UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN COMMUNICATION,22.449,22.916,ENG(101)/KIS(102):C+,,,
1107620,ST PAULS UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN COMMUNICATION,22.449,22.916,ENG(101)/KIS(102):C+,,,
1162620,DAYSTAR UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN COMMUNICATION,22.449,-,ENG(101)/KIS(102):C+,,,
1229621,MASENO UNIVERSITY,Arts & Humanities,"BACHELOR OF ARTS (LANGUAGE AND COMMUNICATION, WITH IT)",22.449,24.665,ENG(101)/KIS(102):C+,,,
1073621,RONGO UNIVERSITY,Arts & Humanities,"BACHELOR OF ARTS (LINGUISTICS, MEDIA AND COMMUNICATION)",22.449,25.134,ENG(101)/KIS(102):C+,,,
1253621,MOI UNIVERSITY,Arts & Humanities,"BACHELOR OF ARTS (LINGUISTICS, MEDIA AND COMMUNICATION)",22.449,24.316,ENG(101)/KIS(102):C+,,,
1246621,MURANG'A UNIVERSITY OF TECHNOLOGY,Other,BACHELOR OF LINGUISTICS AND COMMUNICATION STUDIES,22.449,22.916,ENG(101)/KIS(102):C+,,,
1057622,EGERTON UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN HISTORY & INTERNATIONAL STUDIES,21.123,24.756,HAG(311):C+,,,
1053626,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE (RENEWABLE ENERGY TECHNOLOGY AND MANAGEMENT),15.683,15.982,MAT A(121):C,PHY(232):C,CHE(233):C,
1164627,MULTIMEDIA UNIVERSITY OF KENYA,Pure Sciences,BACHELOR OF SCIENCE IN RENEWABLE ENERGY AND TECHNOLOGY,15.683,15.982,MAT A(121):C+,PHY(232):C+,CHE(233):C+,
1570627,TURKANA UNIVERSITY COLLEGE,Pure Sciences,BACHELOR OF SCIENCE IN RENEWABLE ENERGY TECHNOLOGY,15.683,15.982,MAT A(121):C+,PHY(232):C+,CHE(233):C+,
1082627,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE (RENEWABLE ENERGY TECHNOLOGY),15.683,15.982,MAT A(121):C+,PHY(232):C+,CHE(233):C+,
1117630,PWANI UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN ISLAMIC STUDIES,20.93,19.67,"CRE(313)/IRE(314)/HRE(31
5):C+",ENG(101)/KIS(102):C,,
1111633,KENYATTA UNIVERSITY,Education,BACHELOR OF EDUCATION (LIBRARY SCIENCE),23.581,22.358,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
1082637,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND BIOSTATISTICS,24.759,17.043,BIO(231):C+,MAT A(121):C+,,
1079637,KIRINYAGA UNIVERSITY,Health Sciences,BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND MEDICAL STATISTICS,15.864,17.043,BIO(231):C+,MAT A(121):C+,,
1249638,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE (BIOSTATISTICS),25.775,27.028,BIO(231):C+,MAT A(121):C+,,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
3895642,ISLAMIC UNIVERSITY OF KENYA,Arts & Humanities,BACHELOR OF ARTS IN ISLAMIC SHARIA,20.93,19.67,"CRE(313)/IRE(314)/HRE(31
5):C+",ENG(101)/KIS(102):C,,
1111643,KENYATTA UNIVERSITY,Other,BACHELOR OF HEALTH SERVICES MANAGEMENT,27.581,27.736,BIO(231):C,CHE(233):C,MAT A(121)/PHY(232):C,ENG(101)/KIS(102):C
1082644,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Other,BACHELOR OF DISASTER MANAGEMENT & INTERNATIONAL DIPLOMACY,22.449,22.916,,,,
1470644,KAIMOSI FRIENDS UNIVERSITY,Other,BACHELOR OF DISASTER MANAGEMENT & INTERNATIONAL DIPLOMACY,22.449,22.916,,,,
1229646,MASENO UNIVERSITY,Business,"BACHELOR OF ARTS (ECONOMICS, WITH IT)",18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1515646,TOM MBOYA UNIVERSITY,Business,"BACHELOR OF ARTS (ECONOMICS, WITH IT)",18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1073646,RONGO UNIVERSITY,Business,BACHELOR OF ARTS (ECONOMICS),18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1114646,UNIVERSITY OF ELDORET,Business,BACHELOR OF ARTS (ECONOMICS),18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1117646,PWANI UNIVERSITY,Business,BACHELOR OF ARTS (ECONOMICS),18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1118646,UNIVERSITY OF KABIANGA,Business,BACHELOR OF ARTS (ECONOMICS),18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1253646,MOI UNIVERSITY,Business,BACHELOR OF ARTS (ECONOMICS),18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1600646,ALUPE UNIVERSITY,Business,BACHELOR OF ARTS (ECONOMICS),18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1700646,BOMET UNIVERSITY COLLEGE,Business,BACHELOR OF ARTS (ECONOMICS),18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1096646,GARISSA UNIVERSITY,Business,BACHELOR OF ARTS IN ECONOMICS,18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1162146,DAYSTAR UNIVERSITY,Business,BACHELOR OF ARTS IN ECONOMICS,18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1480146,"CATHOLIC UNIVERSITY OF EASTERN
AFRICA",Business,BACHELOR OF ARTS IN ECONOMICS,18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1103646,KCA UNIVERSITY,Business,BACHELOR OF ARTS IN ECONOMICS AND BUSINESS STUDIES,18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1078647,AFRICA NAZARENE UNIVERSITY,Business,BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1103647,KCA UNIVERSITY,Business,BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1087651,KISII UNIVERSITY,Business,BACHELOR OF BUSINESS INFORMATION AND MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,
1480652,"CATHOLIC UNIVERSITY OF EASTERN
AFRICA",Other,BACHELOR OF JUSTICE AND PEACE,22.449,22.916,,,,
1169653,"KENYA HIGHLANDS EVANGELICAL
UNIVERSITY",Education,BACHELOR OF CHRISTIAN EDUCATION,20.93,19.67,"CRE(313)/IRE(314)/HRE(31
5):C+",ENG(101)/KIS(102):C,,
1080654,CO-OPERATIVE UNIVERSITY OF KENYA,Business,BACHELOR OF SCIENCE IN ACCOUNTING,29.648,28.031,MAT A(121):C+,ENG(101)/KIS(102):C+,,
1181654,"UNIVERSITY OF EASTERN AFRICA,
BARATON",Business,BACHELOR OF BUSINESS ADMINISTRATION IN ACCOUNTING,18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C+,,
1229654,MASENO UNIVERSITY,Business,"BACHELOR OF SCIENCE (ACCOUNTING & FINANCE, WITH IT)",26.172,19.914,MAT A(121):C+,ENG(101)/KIS(102):C+,,
1253656,MOI UNIVERSITY,Education,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION - SECONDARY OPTION),25.351,29.929,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,
1279656,MOUNT KENYA UNIVERSITY,Education,BACHELOR OF EDUCATION SPECIAL NEEDS EDUCATION SECONDARY OPTION,21.858,22.358,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,
1073657,RONGO UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,15.864,17.043,BIO(231):C,CHE(233):C,MAT A(121)/PHY(232):C,ENG(101)/KIS(102):C
1077657,KENYA METHODIST UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,15.864,17.043,BIO(231):C,CHE(233):C,MAT A(121)/PHY(232):C,ENG(101)/KIS(102):C
1079657,KIRINYAGA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,15.864,17.043,BIO(231):C,CHE(233):C,MAT A(121)/PHY(232):C,ENG(101)/KIS(102):C
1116657,UZIMA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,15.864,17.043,BIO(231):C,CHE(233):C,MAT A(121)/PHY(232):C,ENG(101)/KIS(102):C
1240657,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,15.864,17.043,BIO(231):C,CHE(233):C,MAT A(121)/PHY(232):C,ENG(101)/KIS(102):C
1244657,KARATINA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,15.864,17.043,BIO(231):C,CHE(233):C,MAT A(121)/PHY(232):C,ENG(101)/KIS(102):C
1279657,MOUNT KENYA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,15.864,17.043,BIO(231):C,CHE(233):C,MAT A(121)/PHY(232):C,ENG(101)/KIS(102):C
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1425657,ZETECH UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,15.864,17.043,BIO(231):C,CHE(233):C,MAT A(121)/PHY(232):C,ENG(101)/KIS(102):C
1107657,ST PAULS UNIVERSITY,Business,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND ECONOMICS,15.864,17.043,BIO(231):C,CHE(233):C,MAT A(121)/PHY(232):C,ENG(101)/KIS(102):C
4275657,AMREF INTERNATIONAL UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND DEVELOPMENT,15.864,17.043,BIO(231):C,CHE(233):C,MAT A(121)/PHY(232):C,ENG(101)/KIS(102):C
1111659,KENYATTA UNIVERSITY,Other,BACHELOR OF PUBLIC POLICY AND ADMINISTRATION,28.342,32.94,,,,
1580659,"KENYATTA UNIVERSITY - MAMA NGINA
UNIVERSITY COLLEGE",Other,BACHELOR OF PUBLIC POLICY AND ADMINISTRATION,22.449,25.661,,,,
1279659,MOUNT KENYA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN PUBLIC POLICY AND MANAGEMENT,-,-,,,,
1111661,KENYATTA UNIVERSITY,Arts & Humanities,BACHELOR OF MUSIC (TECHNOLOGY),23.417,22.829,MUC(511):C+,,,
1061661,KABARAK UNIVERSITY,Arts & Humanities,BACHELOR OF MUSIC PRODUCTION TECHNOLOGY,23.417,22.829,MUC(511):C+,,,
1162662,DAYSTAR UNIVERSITY,IT,BACHELOR OF ARTS IN PEACE AND CONFLICT,22.449,22.916,,,,
1087662,KISII UNIVERSITY,IT,BACHELOR OF ARTS IN PEACE AND CONFLICT STUDIES,22.449,22.916,,,,
1107662,ST PAULS UNIVERSITY,IT,BACHELOR OF ARTS IN PEACE AND CONFLICT STUDIES,22.449,22.916,,,,
1170664,MACHAKOS UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN STATISTICS AND PROGRAMMING,18.814,18.638,MAT A(121):C+,PHY(232):C,ENG(101)/KIS(102):C,
1080163,CO-OPERATIVE UNIVERSITY OF KENYA,Pure Sciences,BACHELOR OF SCIENCE IN STATISTICS AND INFORMATION TECHNOLOGY,18.814,18.638,MAT A(121):C+,PHY(232):C,ENG(101)/KIS(102):C,
1112665,TECHNICAL UNIVERSITY OF KENYA,Pure Sciences,BACHELOR OF SCIENCE (URBAN DESIGN AND DEVELOPMENT),26.071,25.586,MAT A(121):C,ENG(101)/KIS(102):C+,GEO(312):C,
3895667,ISLAMIC UNIVERSITY OF KENYA,Arts & Humanities,BACHELOR OF ARTS IN ARABIC LANGUAGE,22.449,22.916,ENG(101)/KIS(102):C+,,,
1078669,AFRICA NAZARENE UNIVERSITY,IT,BACHELOR OF ARTS IN PEACE STUDIES AND CONFLICT RESOLUTION,22.449,22.916,,,,
1279669,MOUNT KENYA UNIVERSITY,IT,BACHELOR OF ARTS IN PEACE STUDIES AND CONFLICT RESOLUTION,22.449,22.916,,,,
1279670,MOUNT KENYA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN PUBLIC ADMINISTRATION,22.449,22.916,,,,
1279671,MOUNT KENYA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN PUBLIC ADMINISTRATION AND GOVERNANCE,22.449,22.916,,,,
1495671,LUKENYA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN PUBLIC ADMINISTRATION AND COUNTY GOVERNANCE,-,-,,,,
1279672,MOUNT KENYA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN SECURITY STUDIES AND CRIMINOLOGY,22.449,26.522,,,,
1063672,TECHNICAL UNIVERSITY OF MOMBASA,IT,BACHELOR OF ARTS IN CONFLICTS AND SECURITY STUDIES,22.449,27.973,,,,
1279674,MOUNT KENYA UNIVERSITY,Other,BACHELOR OF COUNSELING PSYCHOLOGY,22.449,22.916,,,,
1555674,"KENYA ASSEMBLIES OF GOD EAST
UNIVERSITY",Other,BACHELOR OF COUNSELING PSYCHOLOGY,22.449,22.916,,,,
1112676,TECHNICAL UNIVERSITY OF KENYA,Architecture & Built Environment,BACHELOR OF TECHNOLOGY (CONSTRUCTION MANAGEMENT),26.894,28.772,MAT A(121):C+,PHY(232):C+,,
1279677,MOUNT KENYA UNIVERSITY,Business,BACHELOR OF SCIENCE IN FINANCE AND STATISTICS,18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,
1114680,UNIVERSITY OF ELDORET,Education,BACHELOR OF EDUCATION (EARLY CHILDHOOD & PRIMARY EDUCATION),22.961,-,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1096680,GARISSA UNIVERSITY,Education,BACHELOR OF EDUCATION (EARLY CHILDHOOD AND PRIMARY EDUCATION),21.858,22.358,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
1118680,UNIVERSITY OF KABIANGA,Education,BACHELOR OF EDUCATION (EARLY CHILDHOOD AND PRIMARY EDUCATION),21.858,22.358,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
